Title                                                                                         - Score - Year - Num Eps            - Duration             - Genre(s)                                                                              - Link
Koakuma Kanojo The Animation                                                                  - 7.36  - 2013 - 2 episode(s)       - 31 min. per ep.      - Hentai, Supernatural, School                                                          - https://myanimelist.net/anime/20801
Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai    - 7.92  - 2017 - 1 episode(s)       - 23 min.              - Slice of Life, Comedy, Fantasy                                                        - https://myanimelist.net/anime/35363
Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie 2: UFO Shuurai! Tornado Daisakusen - 6.97  - 2003 - 1 episode(s)       - 1 hr. 40 min.        - Comedy, Police                                                                        - https://myanimelist.net/anime/3547
Kodomo no Keijijougaku                                                                        - 5.84  - 2007 - 1 episode(s)       - 5 min.               - Fantasy                                                                               - https://myanimelist.net/anime/8333
Konigiri-kun                                                                                  - 3.75  - 2015 - Unknown episode(s) - 5 min.               - Kids                                                                                  - https://myanimelist.net/anime/35696
Kowaremono                                                                                    - 5.80  - 2000 - 3 episode(s)       - 30 min. per ep.      - Hentai                                                                                - https://myanimelist.net/anime/3454
Kumo no Mukou, Yakusoku no Basho                                                              - 7.76  - 2004 - 1 episode(s)       - 1 hr. 30 min.        - Drama, Military, Romance, Sci-Fi                                                      - https://myanimelist.net/anime/433
Kuroko no Basket: Mou Ikkai Yarimasen ka                                                      - 7.80  - 2014 - 1 episode(s)       - 24 min.              - Comedy, School, Shounen, Sports                                                       - https://myanimelist.net/anime/22125
Lao Fu Zi Fan Dou Zhen Tan                                                                    - 5.67  - 2003 - 1 episode(s)       - 1 hr. 20 min.        - Comedy, Seinen                                                                        - https://myanimelist.net/anime/30098
Lily to Kaeru to (Otouto)                                                                     - 6.46  - 2006 - 1 episode(s)       - 27 min.              - Adventure, Comedy, Supernatural                                                       - https://myanimelist.net/anime/10207
Lupin III: Dead or Alive                                                                      - 7.29  - 1996 - 1 episode(s)       - 1 hr. 37 min.        - Action, Adventure, Comedy, Shounen                                                    - https://myanimelist.net/anime/1416
Lupin III: Hemingway Paper no Nazo                                                            - 7.07  - 1990 - 1 episode(s)       - 1 hr. 32 min.        - Action, Adventure, Comedy, Mystery, Shounen                                           - https://myanimelist.net/anime/1421
Magical★Taruruuto-kun: Moeru! Yuujou no Mahou Taisen                                          - 6.46  - 1991 - 1 episode(s)       - 40 min.              - Adventure, Comedy, Ecchi, Fantasy, Magic, School                                      - https://myanimelist.net/anime/22981
Mahoujin Guru Guru Movie                                                                      - 6.97  - 1996 - 1 episode(s)       - 30 min.              - Adventure, Comedy, Fantasy, Magic, Shounen                                            - https://myanimelist.net/anime/796
Mai no Mahou to Katei no Hi                                                                   - 5.98  - 2011 - 1 episode(s)       - 29 min.              - Drama, Magic                                                                          - https://myanimelist.net/anime/9940
Majuu Senshi Luna Varga                                                                       - 5.97  - 1991 - 4 episode(s)       - 30 min. per ep.      - Adventure, Comedy, Ecchi, Fantasy, Magic                                              - https://myanimelist.net/anime/2079
Makai Kishi Ingrid                                                                            - 7.10  - 2009 - 4 episode(s)       - 30 min. per ep.      - Demons, Fantasy, Hentai, Martial Arts                                                 - https://myanimelist.net/anime/6590
Marie & Gali ver. 2.0                                                                         - 6.09  - 2010 - 30 episode(s)      - 5 min. per ep.       - Comedy                                                                                - https://myanimelist.net/anime/8409
Master of Torque                                                                              - 5.17  - 2014 - 4 episode(s)       - 5 min. per ep.       - Action, Sci-Fi                                                                        - https://myanimelist.net/anime/23387
Maya no Isshou                                                                                - 6.71  - 1996 - 1 episode(s)       - 1 hr. 10 min.        - Historical, Slice of Life, Drama                                                      - https://myanimelist.net/anime/25301
Megami Kouhosei                                                                               - 6.52  - 2000 - 12 episode(s)      - 24 min. per ep.      - Action, Mecha, Military, Sci-Fi, Space                                                - https://myanimelist.net/anime/888
Meimon! Daisan Yakyuubu                                                                       - 6.64  - 1988 - 40 episode(s)      - 24 min. per ep.      - Action, Sports, Shounen                                                               - https://myanimelist.net/anime/4121
Micro Teukgongdae Diatron 5                                                                   - 3.52  - 1985 - 1 episode(s)       - 57 min.              - Action, Space, Mecha, Sci-Fi                                                          - https://myanimelist.net/anime/11357
Military! Special                                                                             - 5.46  - 2015 - 1 episode(s)       - 5 min.               - Military, Comedy, Ecchi                                                               - https://myanimelist.net/anime/30600
