Title                                                                                               - Score - Num Eps            - Duration              - Genre(s)                                                                                                                                                       - Link
Shimanchu MiRiKa                                                                                    - 5.62  - 1 episode(s)       - 24 min.               - Slice of Life                                                                                                                                                  - https://myanimelist.net/anime/10407
Shin Angel                                                                                          - 6.41  - 5 episode(s)       - 30 min. per ep.       - Comedy, Drama, Hentai, Romance                                                                                                                                 - https://myanimelist.net/anime/217
Shin Angyo Onshi                                                                                    - 6.96  - 1 episode(s)       - 1 hr. 25 min.         - Action, Fantasy                                                                                                                                                - https://myanimelist.net/anime/884
Shin Bikkuriman                                                                                     - 5.13  - 72 episode(s)      - 25 min. per ep.       - Comedy, Fantasy                                                                                                                                                - https://myanimelist.net/anime/9885
Shin Calimero                                                                                       - 6.21  - 52 episode(s)      - 21 min. per ep.       - Comedy                                                                                                                                                         - https://myanimelist.net/anime/7004
Shin Chou Kyou Ryo: Condor Hero II                                                                  - 7.47  - 26 episode(s)      - 20 min. per ep.       - Adventure, Drama, Historical, Romance                                                                                                                          - https://myanimelist.net/anime/960
Shin Chou Kyou Ryo: Condor Hero III                                                                 - 7.55  - 26 episode(s)      - 20 min. per ep.       - Action, Adventure, Drama, Historical, Romance                                                                                                                  - https://myanimelist.net/anime/5854
Shin Choujin Densetsu Urotsukidouji Mataiden                                                        - 6.04  - 2 episode(s)       - 47 min. per ep.       - Fantasy, Hentai, Demons, Horror, Sci-Fi                                                                                                                        - https://myanimelist.net/anime/2342
Shin Getter Robo tai Neo Getter Robo                                                                - 7.17  - 4 episode(s)       - 27 min. per ep.       - Action, Mecha, Sci-Fi, Shounen                                                                                                                                 - https://myanimelist.net/anime/938
Shin Hakkenden                                                                                      - 7.28  - 26 episode(s)      - 24 min. per ep.       - Action, Adventure, Martial Arts, Sci-Fi                                                                                                                        - https://myanimelist.net/anime/1823
Shin Hurricane Polymar                                                                              - 6.01  - 2 episode(s)       - 30 min. per ep.       - Action, Martial Arts, Super Power, Sci-Fi                                                                                                                      - https://myanimelist.net/anime/3398
Shin Kabukichou Story Hana no Asukagumi!                                                            - 5.44  - 1 episode(s)       - 48 min.               - Adventure, Drama, Shoujo                                                                                                                                       - https://myanimelist.net/anime/17221
Shin Karate Jigoku-hen                                                                              - 5.83  - 2 episode(s)       - 48 min. per ep.       - Action, Martial Arts                                                                                                                                           - https://myanimelist.net/anime/10304
Shin Kujakuou                                                                                       - 6.16  - 2 episode(s)       - 55 min. per ep.       - Action, Demons, Horror                                                                                                                                         - https://myanimelist.net/anime/3599
Shin Mashin Eiyuuden Wataru Majinzan                                                                - 6.47  - 2 episode(s)       - 25 min. per ep.       - Action, Adventure, Fantasy, Comedy, Mecha, Sci-Fi                                                                                                              - https://myanimelist.net/anime/9403
Shin Onimusha: Dawn of Dreams the Story                                                             - 6.01  - 1 episode(s)       - 2 hr.                 - Action, Historical, Demons, Martial Arts, Samurai                                                                                                              - https://myanimelist.net/anime/3498
Shin Otokogi                                                                                        - 6.73  - 2 episode(s)       - 40 min. per ep.       - Seinen                                                                                                                                                         - https://myanimelist.net/anime/9749
Shin Reyon Densetsu: Mou Hitori no Flair                                                            - 5.46  - 1 episode(s)       - 40 min.               - Hentai                                                                                                                                                         - https://myanimelist.net/anime/5587
Shin Ruri-iro no Yuki                                                                               - 5.94  - 4 episode(s)       - 30 min. per ep.       - Hentai                                                                                                                                                         - https://myanimelist.net/anime/5665
Shin SOS Dai Tokyo Tankentai                                                                        - 6.10  - 1 episode(s)       - 40 min.               - Adventure                                                                                                                                                      - https://myanimelist.net/anime/4471
Shin Seiki Cream Lemon                                                                              - 5.85  - 2 episode(s)       - 30 min. per ep.       - Hentai, Yuri                                                                                                                                                   - https://myanimelist.net/anime/9325
Shin Tenchi Muyou! Specials                                                                         - 7.01  - 6 episode(s)       - 4 min. per ep.        - Comedy, Romance, Sci-Fi, Shounen                                                                                                                               - https://myanimelist.net/anime/8767
Shin Tenchi Souzou                                                                                  - 5.20  - 1 episode(s)       - 1 min.                - Comedy                                                                                                                                                         - https://myanimelist.net/anime/29673
Shining Hearts: Shiawase no Pan - Kokoro ga Todoita Picture Drama                                   - 5.99  - 6 episode(s)       - 4 min. per ep.        - Fantasy                                                                                                                                                        - https://myanimelist.net/anime/15769
Shining Hearts: Shiawase no Pan Specials                                                            - 6.09  - 6 episode(s)       - 3 min. per ep.        - Fantasy                                                                                                                                                        - https://myanimelist.net/anime/15505
Shining May                                                                                         - 5.43  - 1 episode(s)       - 25 min.               - Hentai                                                                                                                                                         - https://myanimelist.net/anime/5571
Shinjuku Shin-chan Patrol: Warui Otona ni Ki wo Tsukete                                             - 5.51  - 1 episode(s)       - 20 min.               - Kids                                                                                                                                                           - https://myanimelist.net/anime/5193
Shinjuku Shin-chan: Yoiko no Koutsuu Anzen                                                          - 4.69  - 1 episode(s)       - 15 min.               - Kids                                                                                                                                                           - https://myanimelist.net/anime/14069
Shinkai Densetsu Meremanoid                                                                         - 6.20  - 24 episode(s)      - 25 min. per ep.       - Adventure, Fantasy                                                                                                                                             - https://myanimelist.net/anime/15579
Shinkon Gattai Godannar!! 2nd Season                                                                - 7.05  - 13 episode(s)      - 25 min. per ep.       - Ecchi, Comedy, Mecha, Romance, Sci-Fi                                                                                                                          - https://myanimelist.net/anime/1104
Shinrabanshou: Tenchi Shinmei no Shou                                                               - 5.47  - 1 episode(s)       - 22 min.               - Action, Fantasy, Shounen                                                                                                                                       - https://myanimelist.net/anime/24719
Shinran-sama: Negai, Soshite Hikari                                                                 - 6.30  - 1 episode(s)       - 1 hr. 48 min.         - Historical                                                                                                                                                     - https://myanimelist.net/anime/5693
Shinryaku! Ika Musume Specials                                                                      - 7.36  - 2 episode(s)       - 4 min. per ep.        - Comedy                                                                                                                                                         - https://myanimelist.net/anime/9888
Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation                                   - 6.31  - 12 episode(s)      - 26 min. per ep.       - Action, Comedy, Historical, Military, Samurai                                                                                                                  - https://myanimelist.net/anime/988
Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi                                                 - 6.14  - 1 episode(s)       - 51 min.               - Historical, Military                                                                                                                                           - https://myanimelist.net/anime/989
Shinshuu Sudama-hen                                                                                 - 6.38  - 4 episode(s)       - 28 min. per ep.       - Action, Martial Arts, Samurai, Historical, Seinen                                                                                                              - https://myanimelist.net/anime/7052
Shinya Doubutsuen                                                                                   - 6.29  - 1 episode(s)       - 5 min.                -                                                                                                                                                                - https://myanimelist.net/anime/31508
Shiodome Cable TV                                                                                   - 5.00  - 22 episode(s)      - 5 min. per ep.        - Comedy                                                                                                                                                         - https://myanimelist.net/anime/10633
Shiokari Touge                                                                                      - 6.25  - 1 episode(s)       - 19 min.               - Kids, Drama                                                                                                                                                    - https://myanimelist.net/anime/26263
Shirahata no Shoujo Ryuuko                                                                          - 7.06  - 1 episode(s)       - 1 hr. 41 min.         - Drama                                                                                                                                                          - https://myanimelist.net/anime/9546
Shiranpuri                                                                                          - 6.15  - 1 episode(s)       - 21 min.               - Drama, School                                                                                                                                                  - https://myanimelist.net/anime/30939
Shirayuki Hime no Densetsu                                                                          - 6.75  - 52 episode(s)      - 24 min. per ep.       - Adventure, Fantasy, Romance                                                                                                                                    - https://myanimelist.net/anime/3809
Shiritori Oukoku                                                                                    - 4.82  - 3 episode(s)       - 5 min. per ep.        - Kids                                                                                                                                                           - https://myanimelist.net/anime/29401
Shiro Hon                                                                                           - 5.86  - 6 episode(s)       - 5 min. per ep.        - Adventure, Kids                                                                                                                                                - https://myanimelist.net/anime/29389
Shiroki Tenshi-tachi no Rondo                                                                       - 5.97  - 2 episode(s)       - 30 min. per ep.       - Hentai                                                                                                                                                         - https://myanimelist.net/anime/3046
Shirouto Kurabu                                                                                     - 4.74  - 1 episode(s)       - 29 min.               - Hentai                                                                                                                                                         - https://myanimelist.net/anime/5551
Shisha no Sho                                                                                       - 6.13  - 1 episode(s)       - 1 hr. 10 min.         - Drama, Supernatural                                                                                                                                            - https://myanimelist.net/anime/7510
Shitamachi Alien PapiPipiPupi                                                                       - 6.83  - 13 episode(s)      - 2 min. per ep.        - Sci-Fi                                                                                                                                                         - https://myanimelist.net/anime/29741
Shizukanaru Don: Yakuza Side Story                                                                  - 5.50  - 1 episode(s)       - 45 min.               - Action, Comedy, Drama, Seinen                                                                                                                                  - https://myanimelist.net/anime/9349
Shogi Hour                                                                                          - 5.00  - 1 episode(s)       - 7 min.                - Parody, Game, Comedy                                                                                                                                           - https://myanimelist.net/anime/8968
Shokichi Monogatari                                                                                 - 5.49  - 1 episode(s)       - 5 min.                - Kids, Music                                                                                                                                                    - https://myanimelist.net/anime/9910
Shoko Nakagawa Prism Tour Special                                                                   - 5.82  - 1 episode(s)       - 2 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/24789
Shokuzai no Kyoushitsu                                                                              - 5.37  - 2 episode(s)       - 30 min. per ep.       - Hentai                                                                                                                                                         - https://myanimelist.net/anime/3981
Shougakusei no Yuukai Boushi: Yumi-chan Abunai yo!                                                  - 5.28  - 1 episode(s)       - 15 min.               - Kids                                                                                                                                                           - https://myanimelist.net/anime/9879
Shoujo Koakuma Kei                                                                                  - 5.48  - 1 episode(s)       - 30 min.               - Hentai                                                                                                                                                         - https://myanimelist.net/anime/3824
Shounen Jack to Mahoutsukai                                                                         - 5.52  - 1 episode(s)       - 1 hr. 20 min.         - Adventure, Fantasy                                                                                                                                             - https://myanimelist.net/anime/9392
Shounen Kenya                                                                                       - 5.54  - 1 episode(s)       - 1 hr. 49 min.         - Adventure                                                                                                                                                      - https://myanimelist.net/anime/2311
Shounen Muku Hatojuu Monogatari                                                                     - 5.00  - 1 episode(s)       - 21 min.               - Drama, Kids                                                                                                                                                    - https://myanimelist.net/anime/30940
Shounen Ninja Kaze no Fujimaru: Nazo no Arabiya Ningyou                                             - 5.71  - 1 episode(s)       - 55 min.               - Action, Adventure, Samurai, Shounen                                                                                                                            - https://myanimelist.net/anime/19983
Shounen Ninja Kaze no Fujimaru                                                                      - 5.74  - 65 episode(s)      - 24 min. per ep.       - Action, Adventure, Samurai, Shounen                                                                                                                            - https://myanimelist.net/anime/13307
Shounen Sunday CM Gekijou: InuYasha-hen                                                             - 6.16  - 2 episode(s)       - 32 sec. per ep.       - Action, Fantasy, Demons                                                                                                                                        - https://myanimelist.net/anime/31133
Shousei Shikisai Gensou                                                                             - 4.79  - 1 episode(s)       - 3 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/29311
Shouwa Monogatari (Movie)                                                                           - 6.48  - 1 episode(s)       - 1 hr. 40 min.         - Drama, Historical                                                                                                                                              - https://myanimelist.net/anime/10013
Shukufuku no Campanella Specials                                                                    - 5.94  - 6 episode(s)       - 2 min. per ep.        - Ecchi                                                                                                                                                          - https://myanimelist.net/anime/9167
Shutsugeki! Machine Robo Rescue                                                                     - 6.91  - 53 episode(s)      - 23 min. per ep.       - Action, Mecha, Sci-Fi                                                                                                                                          - https://myanimelist.net/anime/3098
Shutter Chance                                                                                      - 5.80  - 1 episode(s)       - 25 min.               - Drama, Kids                                                                                                                                                    - https://myanimelist.net/anime/30982
Shuukan Shimakou Special                                                                            - 5.08  - 1 episode(s)       - 2 min.                - Comedy                                                                                                                                                         - https://myanimelist.net/anime/11611
Shuukan Shimakou                                                                                    - 5.56  - 11 episode(s)      - 3 min. per ep.        - Comedy                                                                                                                                                         - https://myanimelist.net/anime/10541
Silent Chaser Kagami                                                                                - 4.41  - 1 episode(s)       - 30 min.               - Hentai                                                                                                                                                         - https://myanimelist.net/anime/29992
Silk Road Shounen Yuuto                                                                             - 6.08  - 26 episode(s)      - 20 min. per ep.       - Adventure, Fantasy, Historical                                                                                                                                 - https://myanimelist.net/anime/1863
Sin in the Rain                                                                                     - 5.18  - 1 episode(s)       - 22 min.               - Mystery                                                                                                                                                        - https://myanimelist.net/anime/994
Sky Girls OVA                                                                                       - 6.70  - 1 episode(s)       - 28 min.               - Mecha, Military, Sci-Fi                                                                                                                                        - https://myanimelist.net/anime/1480
Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu                            - 7.75  - 1 episode(s)       - 40 min.               - Comedy, Drama, School, Shounen, Slice of Life, Sports                                                                                                          - https://myanimelist.net/anime/2499
Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi                                        - 7.66  - 1 episode(s)       - 40 min.               - Comedy, Drama, School, Shounen, Slice of Life, Sports                                                                                                          - https://myanimelist.net/anime/2498
Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi                                                   - 7.64  - 1 episode(s)       - 45 min.               - Slice of Life, Comedy, Sports, Drama, School, Shounen                                                                                                          - https://myanimelist.net/anime/1861
Sleepy                                                                                              - 5.15  - 1 episode(s)       - 5 min.                - Dementia                                                                                                                                                       - https://myanimelist.net/anime/30334
Soccer Fever                                                                                        - 6.47  - 51 episode(s)      - 28 min. per ep.       - Historical, Sports                                                                                                                                             - https://myanimelist.net/anime/10774
Sol Bianca: Taiyou no Fune                                                                          - 6.44  - 6 episode(s)       - 30 min. per ep.       - Adventure, Mecha, Sci-Fi, Space                                                                                                                                - https://myanimelist.net/anime/1444
Sol                                                                                                 - 5.04  - 1 episode(s)       - 2 min.                - Dementia, Music                                                                                                                                                - https://myanimelist.net/anime/31450
Soliton no Akuma                                                                                    - 6.08  - 1 episode(s)       - 1 hr. 30 min.         - Military, Drama, Sci-Fi                                                                                                                                        - https://myanimelist.net/anime/10718
Son Gokuu Silk Road wo Tobu!!                                                                       - 5.36  - 1 episode(s)       - 1 hr. 14 min.         - Adventure, Fantasy                                                                                                                                             - https://myanimelist.net/anime/24669
Son Gokuu War and the Stars                                                                         - 3.78  - 1 episode(s)       - 1 hr. 20 min.         - Action, Adventure, Space                                                                                                                                       - https://myanimelist.net/anime/16814
Son Gokuu no Hi no Youjin                                                                           - 8.25  - 1 episode(s)       - 12 min.               - Drama, Fantasy, Kids                                                                                                                                           - https://myanimelist.net/anime/28555
Son Gokuu no Koutsuu Rule Shugyou Chuu                                                              - 6.75  - 1 episode(s)       - 13 min.               - Drama, Fantasy, Kids                                                                                                                                           - https://myanimelist.net/anime/30933
Sono Kinisasete yo: My My Mai                                                                       - 6.02  - 2 episode(s)       - 39 min. per ep.       - Ecchi, Comedy, Supernatural                                                                                                                                    - https://myanimelist.net/anime/3095
Sono Mukou no Mukougawa                                                                             - 5.48  - 1 episode(s)       - 2 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/12993
Sora no Manimani Specials                                                                           - 6.62  - 3 episode(s)       - 2 min. per ep.        - Comedy, School, Slice of Life                                                                                                                                  - https://myanimelist.net/anime/6885
Sora wo Kakeru Shoujo Picture Drama                                                                 - 6.34  - 9 episode(s)       - 3 min. per ep.        - Adventure, Comedy, Sci-Fi, Space                                                                                                                               - https://myanimelist.net/anime/6437
Sora yori mo Tooi Basho: Web Gentei                                                                 - N/A   - 13 episode(s)      - 30 sec. per ep.       - Adventure                                                                                                                                                      - https://myanimelist.net/anime/37123
Soratobu Toshi Keikaku                                                                              - 6.12  - 1 episode(s)       - 5 min.                - Sci-Fi, Music, Space                                                                                                                                           - https://myanimelist.net/anime/3818
Soratobu Yuureisen                                                                                  - 6.81  - 1 episode(s)       - 1 hr.                 - Adventure, Drama, Mecha, Sci-Fi                                                                                                                                - https://myanimelist.net/anime/2811
Sore Ike! Anpanman: Anpanman to Oyakusoku                                                           - 5.29  - 2 episode(s)       - 40 min. per ep.       - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/21973
Sore Ike! Anpanman: Anpanman to Yukai na Nakama-tachi                                               - 5.44  - 1 episode(s)       - 31 min.               - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/21937
Sore Ike! Anpanman: Baikinman no Gyakushuu                                                          - 6.00  - 1 episode(s)       - 1 hr. 10 min.         - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/10061
Sore Ike! Anpanman: Baikinman to 3 Bai Punch                                                        - 6.11  - 1 episode(s)       - 30 min.               - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/21943
Sore Ike! Anpanman: Baikinman vs. Baikinman!?                                                       - 5.63  - 1 episode(s)       - 21 min.               - Kids, Fantasy, Comedy                                                                                                                                          - https://myanimelist.net/anime/21945
Sore Ike! Anpanman: Inochi no Hoshi no Dolly                                                        - 5.82  - 1 episode(s)       - 1 hr. 10 min.         - Fantasy, Kids, Magic                                                                                                                                           - https://myanimelist.net/anime/18591
Sore Ike! Anpanman: Kirakira Boshi no Namida                                                        - 6.23  - 1 episode(s)       - 1 hr. 14 min.         - Kids, Adventure, Comedy, Super Power                                                                                                                           - https://myanimelist.net/anime/16163
Sore Ike! Anpanman: Kyouryuu Nosshii no Daibouken                                                   - 5.90  - 1 episode(s)       - 1 hr.                 - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/10056
Sore Ike! Anpanman: Minami no Umi wo Sukue!                                                         - 5.95  - 1 episode(s)       - 50 min.               - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/21291
Sore Ike! Anpanman: Niji no Pyramid                                                                 - 5.91  - 1 episode(s)       - 56 min.               - Comedy, Kids                                                                                                                                                   - https://myanimelist.net/anime/9446
Sore Ike! Anpanman: Omusubiman                                                                      - 5.56  - 1 episode(s)       - 30 min.               - Kids                                                                                                                                                           - https://myanimelist.net/anime/19433
Sore Ike! Anpanman: Outa to Teasobi Tanoshii ne                                                     - 6.05  - 2 episode(s)       - 41 min. per ep.       - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/21975
Sore Ike! Anpanman: Roll to Laura Ukigumojou no Himitsu                                             - 6.48  - 1 episode(s)       - 50 min.               - Kids, Fantasy, Comedy                                                                                                                                          - https://myanimelist.net/anime/17219
Sore Ike! Anpanman: Sora Tobu Ehon to Glass no Kutsu                                                - 6.10  - 1 episode(s)       - 1 hr.                 - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/10060
Sore Ike! Anpanman: Sukue! Kokorin to Kiseki no Hoshi                                               - 5.35  - 1 episode(s)       - 46 min.               - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/10684
Sore Ike! Anpanman: Tobe! Tobe! Chibigon                                                            - 5.80  - 1 episode(s)       - 40 min.               - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/10057
Sore Ike! Anpanman: Tsumiki Shiro no Himitsu                                                        - 6.79  - 1 episode(s)       - 1 hr.                 - Kids, Fantasy, Comedy                                                                                                                                          - https://myanimelist.net/anime/10059
Sore Ike! Anpanman: Utatte Teasobi! Anpanman to Mori no Takara                                      - 5.94  - 1 episode(s)       - Unknown               - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/10685
Sore Ike! Anpanman: Yousei Rinrin no Himitsu                                                        - 5.94  - 1 episode(s)       - 51 min.               - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/21967
Sore Ike! Anpanman: Yuurei Sen wo Yattsukero!!                                                      - 6.62  - 1 episode(s)       - 1 hr. 26 min.         - Comedy, Fantasy, Kids                                                                                                                                          - https://myanimelist.net/anime/10058
Sougen no Shoujo Laura                                                                              - 6.53  - 26 episode(s)      - 24 min. per ep.       - Adventure, Shoujo                                                                                                                                              - https://myanimelist.net/anime/3822
Sougiya to Inu                                                                                      - 5.16  - 1 episode(s)       - 4 min.                - Dementia, Horror                                                                                                                                               - https://myanimelist.net/anime/28953
Souhaku Shisuferia                                                                                  - 5.55  - 1 episode(s)       - 6 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/13857
Soujuu Senshi Psychic Wars                                                                          - 3.20  - 1 episode(s)       - 50 min.               - Action, Super Power, Demons, Seinen                                                                                                                            - https://myanimelist.net/anime/1345
Soukou Kihei Votoms Recaps                                                                          - 6.51  - 4 episode(s)       - 57 min. per ep.       - Action, Drama, Mecha, Military, Sci-Fi                                                                                                                         - https://myanimelist.net/anime/12337
Soukou Kihei Votoms: Pailsen Files the Movie                                                        - 6.81  - 1 episode(s)       - 1 hr. 58 min.         - Mecha, Military, Sci-Fi, Space                                                                                                                                 - https://myanimelist.net/anime/7536
Soukou Kihei Votoms: Vol.1 Stories of the 'A.T. Votoms'                                             - 6.56  - 1 episode(s)       - 55 min.               - Action, Mecha, Military, Drama, Sci-Fi                                                                                                                         - https://myanimelist.net/anime/12439
Soukou Kihei Votoms: Vol.2 Highlights of the 'A.T. Votoms'                                          - 6.52  - 1 episode(s)       - 57 min.               - Action, Mecha, Military, Drama, Sci-Fi                                                                                                                         - https://myanimelist.net/anime/12441
Soukou Kyojin Z-Knight                                                                              - 5.11  - 1 episode(s)       - 9 min.                - Mecha                                                                                                                                                          - https://myanimelist.net/anime/9965
Soukyuu no Fafner: Arcadian Memory                                                                  - 6.66  - 2 episode(s)       - 32 min. per ep.       - Action, Military, Sci-Fi, Drama, Mecha                                                                                                                         - https://myanimelist.net/anime/9494
Soumubu Sououka Yamaguchi Roppeita: Saibanin Project Hajimemasu!                                    - 4.81  - 1 episode(s)       - 27 min.               - Slice of Life                                                                                                                                                  - https://myanimelist.net/anime/30762
Souta no Chikai: Sabetsu ni Makenai Chikara                                                         - 5.11  - 1 episode(s)       - 15 min.               - Drama, Historical, Kids                                                                                                                                        - https://myanimelist.net/anime/31005
Souten no Ken Specials                                                                              - 6.47  - 4 episode(s)       - 30 min. per ep.       - Action, Martial Arts, Historical, Shounen                                                                                                                      - https://myanimelist.net/anime/3864
Souten no Ken                                                                                       - 6.83  - 22 episode(s)      - 27 min. per ep.       - Action, Martial Arts, Historical                                                                                                                               - https://myanimelist.net/anime/1541
Space Cobra Pilot                                                                                   - 6.69  - 1 episode(s)       - 23 min.               - Action, Adventure, Space, Sci-Fi                                                                                                                               - https://myanimelist.net/anime/5742
Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey                                  - 7.45  - 13 episode(s)      - 25 min. per ep.       - Action, Adventure, Space, Drama, Sci-Fi, Seinen                                                                                                                - https://myanimelist.net/anime/1081
Space Travelers The Animation                                                                       - 5.43  - 1 episode(s)       - 59 min.               - Sci-Fi, Space                                                                                                                                                  - https://myanimelist.net/anime/3817
Speed of Youth                                                                                      - N/A   - 1 episode(s)       - 1 min.                - Music                                                                                                                                                          - https://myanimelist.net/anime/35565
