Title                                                                                                - Score - Num Eps            - Duration              - Genre(s)                                                                                                 - Link
Takamiya Nasuno Desu!: Teekyuu Spin-off                                                              - 6.53  - 12 episode(s)      - 2 min. per ep.        - Comedy, Shounen                                                                                          - https://myanimelist.net/anime/28861
Takunomi.                                                                                            - 6.22  - 12 episode(s)      - 12 min. per ep.       - Slice of Life, Comedy                                                                                    - https://myanimelist.net/anime/36108
Tamashii Insert                                                                                      - 7.05  - 2 episode(s)       - 17 min. per ep.       - Hentai                                                                                                   - https://myanimelist.net/anime/34795
Tanaka-kun wa Kyou mo Kedaruge                                                                       - 7.29  - 35 episode(s)      - 30 sec. per ep.       - Comedy, School                                                                                           - https://myanimelist.net/anime/33004
Tanin no Kankei                                                                                      - 6.31  - 2 episode(s)       - 45 min. per ep.       - Comedy, Ecchi, Romance, School                                                                           - https://myanimelist.net/anime/4451
Tantei Gakuen Q                                                                                      - 7.85  - 45 episode(s)      - 25 min. per ep.       - Comedy, Drama, Mystery, Police, Shounen                                                                  - https://myanimelist.net/anime/407
Tasogare Otome x Amnesia: Taima Otome                                                                - 7.56  - 1 episode(s)       - 24 min.               - Horror, Mystery, Romance, School, Shounen, Supernatural                                                  - https://myanimelist.net/anime/14189
Tasogare Otome x Amnesia                                                                             - 7.94  - 12 episode(s)      - 23 min. per ep.       - Horror, Mystery, Romance, School, Shounen, Supernatural                                                  - https://myanimelist.net/anime/12445
Tatakae!! Iczer-1                                                                                    - 6.12  - 3 episode(s)       - 33 min. per ep.       - Action, Sci-Fi, Ecchi, Mecha                                                                             - https://myanimelist.net/anime/2291
Tatakae!! Ramenman (Movie)                                                                           - 6.06  - 1 episode(s)       - 25 min.               - Action, Adventure, Martial Arts, Shounen                                                                 - https://myanimelist.net/anime/16728
Tayu Tayu                                                                                            - 7.05  - 4 episode(s)       - 21 min. per ep.       - Harem, Hentai, Romance                                                                                   - https://myanimelist.net/anime/19631
Teekyuu 3                                                                                            - 6.92  - 12 episode(s)      - 2 min. per ep.        - Comedy, School, Shounen, Sports                                                                          - https://myanimelist.net/anime/20473
Teekyuu 5 Specials                                                                                   - 6.31  - 2 episode(s)       - 2 min. per ep.        - Comedy, Sports, School, Shounen                                                                          - https://myanimelist.net/anime/31668
Teekyuu 5                                                                                            - 6.84  - 12 episode(s)      - 2 min. per ep.        - Comedy, Shounen, Sports                                                                                  - https://myanimelist.net/anime/30567
Teekyuu 6 Specials                                                                                   - 6.18  - 2 episode(s)       - 2 min. per ep.        - Comedy, Sports, Shounen                                                                                  - https://myanimelist.net/anime/32816
Teekyuu 6                                                                                            - 6.76  - 12 episode(s)      - 2 min. per ep.        - Comedy, Shounen, Sports                                                                                  - https://myanimelist.net/anime/31440
Teekyuu 7 Specials                                                                                   - 6.29  - 2 episode(s)       - 2 min. per ep.        - Comedy, Sports, Shounen                                                                                  - https://myanimelist.net/anime/32817
Teekyuu 7                                                                                            - 6.80  - 12 episode(s)      - 2 min. per ep.        - Comedy, Shounen, Sports                                                                                  - https://myanimelist.net/anime/32228
Teekyuu 8 Specials                                                                                   - 6.27  - 2 episode(s)       - 2 min. per ep.        - Comedy, Sports, Shounen                                                                                  - https://myanimelist.net/anime/34614
Teekyuu 8                                                                                            - 6.78  - 12 episode(s)      - 2 min. per ep.        - Comedy, Sports, Shounen                                                                                  - https://myanimelist.net/anime/33811
Teekyuu 9 Specials                                                                                   - 6.33  - 2 episode(s)       - 2 min. per ep.        - Comedy, Sports, Shounen                                                                                  - https://myanimelist.net/anime/36054
Teekyuu 9                                                                                            - 6.72  - 12 episode(s)      - 2 min. per ep.        - Comedy, Sports                                                                                           - https://myanimelist.net/anime/35370
Tegamibachi: Hikari to Ao no Gensou Yawa                                                             - 7.53  - 1 episode(s)       - 27 min.               - Adventure, Slice of Life, Supernatural, Fantasy, Shounen                                                 - https://myanimelist.net/anime/5538
Tegamibachi                                                                                          - 7.73  - 25 episode(s)      - 20 min. per ep.       - Adventure, Supernatural, Fantasy, Shounen                                                                - https://myanimelist.net/anime/6444
Teizokurei Daydream                                                                                  - 6.33  - 4 episode(s)       - 24 min. per ep.       - Comedy, Horror, Supernatural, Drama, Ecchi                                                               - https://myanimelist.net/anime/1500
Tekken Chinmi                                                                                        - 7.39  - 20 episode(s)      - 24 min. per ep.       - Action, Adventure, Historical, Martial Arts, Shounen                                                     - https://myanimelist.net/anime/4663
Tekkon Kinkreet Pilot                                                                                - 4.95  - 1 episode(s)       - 4 min.                - Action, Adventure, Psychological, Supernatural                                                           - https://myanimelist.net/anime/32247
Tekkon Kinkreet                                                                                      - 8.08  - 1 episode(s)       - 1 hr. 51 min.         - Action, Adventure, Psychological, Supernatural                                                           - https://myanimelist.net/anime/2154
Tenjou Tenge: The Past Chapter                                                                       - 7.14  - 1 episode(s)       - 1 hr. 32 min.         - Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural                                           - https://myanimelist.net/anime/760
Tenjou Tenge: The Ultimate Fight                                                                     - 7.15  - 2 episode(s)       - 24 min. per ep.       - Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural                                           - https://myanimelist.net/anime/448
Tenjou Tenge                                                                                         - 7.06  - 24 episode(s)      - 23 min. per ep.       - Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen                                        - https://myanimelist.net/anime/174
Tenshi Kinryouku                                                                                     - 6.42  - 3 episode(s)       - 30 min. per ep.       - Action, Drama, Romance, Shoujo, Supernatural                                                             - https://myanimelist.net/anime/51
Tenshi Nanka ja Nai                                                                                  - 6.31  - 1 episode(s)       - 30 min.               - Comedy, Drama                                                                                            - https://myanimelist.net/anime/3512
Tenshi na Konamaiki                                                                                  - 7.57  - 50 episode(s)      - 24 min. per ep.       - Comedy, Magic, Romance, Shounen                                                                          - https://myanimelist.net/anime/200
Tentai Senshi Sunred                                                                                 - 7.93  - 26 episode(s)      - 13 min. per ep.       - Comedy, Parody, Super Power, Seinen                                                                      - https://myanimelist.net/anime/5005
Terra Formars OVA                                                                                    - N/A   - 1 episode(s)       - 26 min.               - Action, Sci-Fi, Space, Horror, Drama, Seinen                                                             - https://myanimelist.net/anime/34532
Terra Formars Revenge                                                                                - 6.88  - 13 episode(s)      - 24 min. per ep.       - Action, Sci-Fi, Space, Horror, Drama, Seinen                                                             - https://myanimelist.net/anime/31430
Terra e... (TV)                                                                                      - 8.03  - 24 episode(s)      - 24 min. per ep.       - Action, Drama, Military, Sci-Fi, Space                                                                   - https://myanimelist.net/anime/2158
Terra e...                                                                                           - 6.59  - 1 episode(s)       - 1 hr. 51 min.         - Action, Drama, Sci-Fi, Shounen                                                                           - https://myanimelist.net/anime/2560
Tetsujin 28-gou Gao!                                                                                 - 7.60  - 151 episode(s)     - 5 min. per ep.        - Slice of Life, Mecha                                                                                     - https://myanimelist.net/anime/19445
Tetsujin 28-gou                                                                                      - 6.60  - 96 episode(s)      - 25 min. per ep.       - Adventure, Mecha, Sci-Fi, Shounen                                                                        - https://myanimelist.net/anime/2686
Tetsuwan Atom (1980)                                                                                 - 7.23  - 52 episode(s)      - 24 min. per ep.       - Action, Sci-Fi, Adventure, Mecha, Shounen                                                                - https://myanimelist.net/anime/3044
Tetsuwan Atom                                                                                        - 7.25  - 193 episode(s)     - 26 min. per ep.       - Action, Adventure, Drama, Mecha, Sci-Fi, Shounen                                                         - https://myanimelist.net/anime/2747
Tetsuwan Birdy Decode: The Cipher                                                                    - 7.38  - 1 episode(s)       - 27 min.               - Action, Comedy, Sci-Fi                                                                                   - https://myanimelist.net/anime/6380
Tetsuwan Birdy Decode                                                                                - 7.53  - 13 episode(s)      - 24 min. per ep.       - Action, Sci-Fi, Comedy                                                                                   - https://myanimelist.net/anime/3974
Tetsuwan Birdy                                                                                       - 7.19  - 4 episode(s)       - 33 min. per ep.       - Action, Comedy, Sci-Fi, Shounen                                                                          - https://myanimelist.net/anime/566
Tezuka Osamu Monogatari: Boku wa Son Gokuu                                                           - 6.50  - 1 episode(s)       - 1 hr. 9 min.          - Adventure                                                                                                - https://myanimelist.net/anime/9531
Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku                                                  - 7.09  - 1 episode(s)       - 1 hr. 51 min.         - Drama, Historical, Military, Supernatural                                                                - https://myanimelist.net/anime/7014
Tezuka Osamu no Don Dracula                                                                          - 6.29  - 8 episode(s)       - 23 min. per ep.       - Comedy, Horror, Supernatural, Vampire                                                                    - https://myanimelist.net/anime/4853
The Chocolate Panic Picture Show                                                                     - 4.76  - 1 episode(s)       - 25 min.               - Dementia, Psychological                                                                                  - https://myanimelist.net/anime/5622
The Cockpit                                                                                          - 7.32  - 3 episode(s)       - 23 min. per ep.       - Historical, Military                                                                                     - https://myanimelist.net/anime/2500
The Disappearance of Conan Edogawa: The Worst Two Days in History                                    - 7.84  - 1 episode(s)       - 1 hr. 31 min.         - Adventure, Police, Comedy, Mystery, Shounen                                                              - https://myanimelist.net/anime/21867
The Kabocha Wine                                                                                     - 6.91  - 95 episode(s)      - 25 min. per ep.       - Slice of Life, Comedy, Romance, School                                                                   - https://myanimelist.net/anime/3159
Thermae Romae                                                                                        - 7.11  - 3 episode(s)       - 24 min. per ep.       - Comedy, Historical, Seinen                                                                               - https://myanimelist.net/anime/12321
Tiger Mask Nisei                                                                                     - 7.45  - 33 episode(s)      - 24 min. per ep.       - Action, Sports, Drama                                                                                    - https://myanimelist.net/anime/5832
Tiger Mask W                                                                                         - 7.09  - 38 episode(s)      - 23 min. per ep.       - Action, Sports, Drama, Shounen                                                                           - https://myanimelist.net/anime/32881
Tiger Mask                                                                                           - 7.34  - 105 episode(s)     - 23 min. per ep.       - Action, Drama, Shounen, Sports                                                                           - https://myanimelist.net/anime/3009
Tight-rope                                                                                           - 7.26  - 2 episode(s)       - 23 min. per ep.       - Romance, Shounen Ai                                                                                      - https://myanimelist.net/anime/12695
To LOVE-Ru Darkness 2nd OVA                                                                          - 7.78  - 3 episode(s)       - 22 min. per ep.       - Sci-Fi, Harem, Comedy, Romance, Ecchi, School, Shounen                                                   - https://myanimelist.net/anime/31380
To LOVE-Ru Darkness 2nd Specials                                                                     - 7.84  - 2 episode(s)       - 23 min. per ep.       - Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen                                                   - https://myanimelist.net/anime/31711
To LOVE-Ru OVA                                                                                       - 7.47  - 6 episode(s)       - 25 min. per ep.       - Comedy, Ecchi, Harem, School, Sci-Fi, Shounen                                                            - https://myanimelist.net/anime/5667
Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne.                         - 6.91  - 1 episode(s)       - 4 min.                - Comedy, Ecchi                                                                                            - https://myanimelist.net/anime/9063
Toaru Kagaku no Railgun: Motto Marutto Railgun                                                       - 6.94  - 2 episode(s)       - 8 min. per ep.        - Comedy                                                                                                   - https://myanimelist.net/anime/8023
Toaru Kagaku no Railgun                                                                              - 7.83  - 24 episode(s)      - 24 min. per ep.       - Action, Sci-Fi, Super Power                                                                              - https://myanimelist.net/anime/6213
Toki no Daichi: Hana no Oukoku no Majo                                                               - 5.67  - 3 episode(s)       - 30 min. per ep.       - Adventure, Fantasy                                                                                       - https://myanimelist.net/anime/17201
Tokimeki Tonight                                                                                     - 7.39  - 34 episode(s)      - 24 min. per ep.       - Comedy, Fantasy, Romance, Shoujo, Vampire                                                                - https://myanimelist.net/anime/3125
Tokkou                                                                                               - 6.68  - 13 episode(s)      - 24 min. per ep.       - Action, Comedy, Horror, Mystery, Police, Supernatural                                                    - https://myanimelist.net/anime/916
Tokumu Sentai Shinesman                                                                              - 7.00  - 2 episode(s)       - 27 min. per ep.       - Action, Comedy, Sci-Fi                                                                                   - https://myanimelist.net/anime/2097
Tokyo Babylon                                                                                        - 6.80  - 2 episode(s)       - 50 min. per ep.       - Action, Magic, Mystery, Supernatural                                                                     - https://myanimelist.net/anime/1043
Tokyo Ghoul: "Jack"                                                                                  - 7.63  - 1 episode(s)       - 30 min.               - Action, Drama, Horror, School, Seinen, Supernatural                                                      - https://myanimelist.net/anime/30458
Tokyo Ghoul:re                                                                                       - N/A   - Unknown episode(s) - 24 min.               - Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural                                      - https://myanimelist.net/anime/36511
Tokyo Ghoul                                                                                          - 8.01  - 12 episode(s)      - 24 min. per ep.       - Action, Mystery, Horror, Psychological, Supernatural, Drama, Seinen                                      - https://myanimelist.net/anime/22319
Tokyo Girls Collection 2016 A/W x Osomatsu-san Special Movie                                         - 4.61  - 1 episode(s)       - 2 min.                - Comedy                                                                                                   - https://myanimelist.net/anime/36865
Tokyo Mew Mew                                                                                        - 7.04  - 52 episode(s)      - 24 min. per ep.       - Sci-Fi, Adventure, Comedy, Supernatural, Magic, Romance, Fantasy, Shoujo                                 - https://myanimelist.net/anime/687
Tokyo Requiem                                                                                        - 5.88  - 2 episode(s)       - 30 min. per ep.       - Demons, Hentai, Supernatural                                                                             - https://myanimelist.net/anime/3681
Tokyo Underground                                                                                    - 6.71  - 26 episode(s)      - 25 min. per ep.       - Action, Adventure, Romance, Sci-Fi, Shounen, Super Power                                                 - https://myanimelist.net/anime/175
Tomie                                                                                                - N/A   - 2 episode(s)       - Unknown               - Drama, Horror, Josei, Supernatural                                                                       - https://myanimelist.net/anime/36992
Tomoe ga Yuku!                                                                                       - 5.39  - 2 episode(s)       - 44 min. per ep.       - Action, Drama, Romance, Thriller, Shoujo                                                                 - https://myanimelist.net/anime/4927
Tonagura!                                                                                            - 6.83  - 13 episode(s)      - 24 min. per ep.       - Comedy, Drama, Ecchi, Romance, School                                                                    - https://myanimelist.net/anime/1218
Tonari no Kaibutsu-kun: Tonari no Gokudou-kun                                                        - 7.25  - 1 episode(s)       - 27 min.               - Comedy, Historical, Romance, Shoujo                                                                      - https://myanimelist.net/anime/16866
Tonkatsu DJ Agetarou                                                                                 - 7.17  - 12 episode(s)      - 9 min. per ep.        - Music, Comedy, Shounen                                                                                   - https://myanimelist.net/anime/31370
Top Secret: The Revelation                                                                           - 7.39  - 26 episode(s)      - 22 min. per ep.       - Sci-Fi, Mystery, Police, Psychological, Shoujo                                                           - https://myanimelist.net/anime/3859
Toriko: Jump Super Anime Tour 2009 Special                                                           - 7.11  - 1 episode(s)       - 27 min.               - Action, Super Power, Adventure, Comedy, Shounen                                                          - https://myanimelist.net/anime/6941
Toriko                                                                                               - 7.71  - 147 episode(s)     - 23 min. per ep.       - Action, Adventure, Comedy, Fantasy, Shounen                                                              - https://myanimelist.net/anime/10033
Toshi Densetsu Series                                                                                - 7.50  - 4 episode(s)       - 19 min. per ep.       - Hentai                                                                                                   - https://myanimelist.net/anime/32355
Totsugeki! Pappara-tai                                                                               - 6.48  - 25 episode(s)      - 24 min. per ep.       - Action, Sci-Fi, Adventure, Comedy, Romance                                                               - https://myanimelist.net/anime/5278
Tottemo! Luckyman                                                                                    - 6.85  - 50 episode(s)      - 24 min. per ep.       - Comedy, Super Power, Sci-Fi, Shounen                                                                     - https://myanimelist.net/anime/3672
Tottoko Hamtarou no Tottoko Daijida!! Bousai Kunren                                                  - 5.81  - 1 episode(s)       - 13 min.               - Drama, Kids                                                                                              - https://myanimelist.net/anime/35128
Tottoko Hamtarou no Tottoko Taisetsu!! Koutsuu Rule                                                  - 6.09  - 1 episode(s)       - 14 min.               - Drama, Kids                                                                                              - https://myanimelist.net/anime/35129
Tottoko Hamtarou: Anime Dechu!                                                                       - 6.39  - 1 episode(s)       - 27 min.               - Adventure, Shoujo                                                                                        - https://myanimelist.net/anime/36145
Tottoko Hamtarou                                                                                     - 7.02  - 296 episode(s)     - 25 min. per ep.       - Adventure, Comedy, Kids                                                                                  - https://myanimelist.net/anime/508
Touch                                                                                                - 8.12  - 101 episode(s)     - 25 min. per ep.       - Drama, Romance, School, Shounen, Slice of Life, Sports                                                   - https://myanimelist.net/anime/1065
Touhai Densetsu Akagi: Yami ni Maiorita Tensai                                                       - 8.00  - 26 episode(s)      - 23 min. per ep.       - Game, Psychological, Thriller, Seinen                                                                    - https://myanimelist.net/anime/658
Triage X                                                                                             - 6.41  - 10 episode(s)      - 23 min. per ep.       - Action, Adventure, Ecchi, Shounen                                                                        - https://myanimelist.net/anime/26443
Trigun: Badlands Rumble                                                                              - 8.06  - 1 episode(s)       - 1 hr. 30 min.         - Action, Comedy, Sci-Fi                                                                                   - https://myanimelist.net/anime/4106
Trigun                                                                                               - 8.31  - 26 episode(s)      - 24 min. per ep.       - Action, Comedy, Sci-Fi                                                                                   - https://myanimelist.net/anime/6
Trinity Seven Movie: Eternity Library to Alchemic Girl                                               - 7.39  - 1 episode(s)       - 55 min.               - Action, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School, Shounen                                   - https://myanimelist.net/anime/33581
Trinity Seven                                                                                        - 7.42  - 12 episode(s)      - 24 min. per ep.       - Action, Harem, Comedy, Supernatural, Magic, Romance, Ecchi, Fantasy, School, Shounen                     - https://myanimelist.net/anime/25157
Tsubasa Chronicle 2nd Season                                                                         - 7.69  - 26 episode(s)      - 25 min. per ep.       - Action, Adventure, Fantasy, Romance, Supernatural, Drama, Mystery, Shounen                               - https://myanimelist.net/anime/969
Tsubasa Chronicle                                                                                    - 7.65  - 26 episode(s)      - 25 min. per ep.       - Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen                                        - https://myanimelist.net/anime/177
Tsubasa to Hotaru (2015)                                                                             - 6.54  - 4 episode(s)       - 1 min. per ep.        - Romance, School, Shoujo                                                                                  - https://myanimelist.net/anime/30196
Tsubasa to Hotaru (2016)                                                                             - 6.51  - 3 episode(s)       - 1 min. per ep.        - Romance, School, Shoujo                                                                                  - https://myanimelist.net/anime/33247
Tsubasa to Hotaru                                                                                    - 7.05  - 1 episode(s)       - 14 min.               - Romance, School, Shoujo                                                                                  - https://myanimelist.net/anime/21781
Tsubasa: Tokyo Revelations                                                                           - 8.40  - 3 episode(s)       - 30 min. per ep.       - Action, Adventure, Drama, Romance, Fantasy, Shounen                                                      - https://myanimelist.net/anime/2685
Tsugumomo                                                                                            - 7.13  - 12 episode(s)      - 24 min. per ep.       - Action, Comedy, Supernatural, Ecchi, School, Seinen                                                      - https://myanimelist.net/anime/34019
Tsukuyomi: Moon Phase Special                                                                        - 6.77  - 1 episode(s)       - 23 min.               - Comedy, Dementia, Slice of Life                                                                          - https://myanimelist.net/anime/2580
Tsuma ga Onsen de Circle Nakama no Nikubenki ni Natta no Desu ga... Anime Edition                    - 5.75  - 1 episode(s)       - 23 min.               - Hentai                                                                                                   - https://myanimelist.net/anime/35573
Tsuri Baka Nisshi                                                                                    - 6.72  - 36 episode(s)      - 24 min. per ep.       - Slice of Life, Comedy                                                                                    - https://myanimelist.net/anime/5473
Tsurikichi Sanpei                                                                                    - 7.15  - 109 episode(s)     - 24 min. per ep.       - Adventure, Sports                                                                                        - https://myanimelist.net/anime/3137
Tsuyoshi Shikkari Shinasai: Tsuyoshi no Time Machine de Shikkari Shinasai                            - 6.35  - 1 episode(s)       - 30 min.               - Comedy, Drama, Romance, School, Shounen, Slice of Life                                                   - https://myanimelist.net/anime/10943
Twinkle Nora Rock Me!                                                                                - 4.21  - 1 episode(s)       - 29 min.               - Action, Sci-Fi                                                                                           - https://myanimelist.net/anime/9342
UFO Princess Valkyrie 2 Video Jukebox                                                                - N/A   - 2 episode(s)       - 2 min. per ep.        - Magic, Music                                                                                             - https://myanimelist.net/anime/33676
UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku                                                    - 7.09  - 12 episode(s)      - 23 min. per ep.       - Comedy, Romance, Sci-Fi                                                                                  - https://myanimelist.net/anime/1128
UFO Princess Valkyrie 3: Seiresetsu no Hanayome                                                      - 7.09  - 6 episode(s)       - 24 min. per ep.       - Comedy, Magic, Romance, Sci-Fi                                                                           - https://myanimelist.net/anime/1514
UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage                                              - 6.98  - 2 episode(s)       - 24 min. per ep.       - Comedy, Romance, Sci-Fi                                                                                  - https://myanimelist.net/anime/1648
UFO Princess Valkyrie: Special                                                                       - 6.99  - 1 episode(s)       - 24 min.               - Sci-Fi, Comedy, Romance                                                                                  - https://myanimelist.net/anime/1129
UFO Princess Valkyrie                                                                                - 6.87  - 12 episode(s)      - 23 min. per ep.       - Comedy, Ecchi, Magic, Sci-Fi                                                                             - https://myanimelist.net/anime/1127
UQ Holder! OVA                                                                                       - 7.17  - 1 episode(s)       - 22 min.               - Action, Sci-Fi, Magic, Fantasy, Shounen                                                                  - https://myanimelist.net/anime/34604
UQ Holder!: Mahou Sensei Negima! 2                                                                   - 7.12  - 12 episode(s)      - 23 min. per ep.       - Action, Sci-Fi, Magic, Fantasy, Shounen                                                                  - https://myanimelist.net/anime/33478
Uchuu Kaizoku Captain Herlock                                                                        - 7.83  - 42 episode(s)      - 25 min. per ep.       - Action, Sci-Fi, Adventure, Space, Drama, Seinen                                                          - https://myanimelist.net/anime/1000
Uchuu Kazoku Carlvinson                                                                              - 6.35  - 1 episode(s)       - 45 min.               - Comedy, Fantasy, Sci-Fi                                                                                  - https://myanimelist.net/anime/4533
Uchuu Kyoudai                                                                                        - 8.56  - 99 episode(s)      - 24 min. per ep.       - Comedy, Sci-Fi, Seinen, Slice of Life, Space                                                             - https://myanimelist.net/anime/12431
Ueki no Housoku                                                                                      - 7.85  - 51 episode(s)      - 23 min. per ep.       - Adventure, Comedy, Supernatural, Drama, Shounen                                                          - https://myanimelist.net/anime/479
Ultra B: Black Hole kara no Dokusaisha BB!!                                                          - 5.86  - 1 episode(s)       - 20 min.               - Adventure, Comedy                                                                                        - https://myanimelist.net/anime/10244
Ultra B                                                                                              - 5.53  - 119 episode(s)     - 10 min. per ep.       - Comedy, Super Power                                                                                      - https://myanimelist.net/anime/10250
Ultra Maniac                                                                                         - 7.27  - 26 episode(s)      - 24 min. per ep.       - Magic, Comedy, Romance, School, Shoujo                                                                   - https://myanimelist.net/anime/178
Umi no Triton                                                                                        - 6.53  - 27 episode(s)      - 23 min. per ep.       - Adventure, Fantasy, Shounen                                                                              - https://myanimelist.net/anime/2718
Unico: Mahou no Shima e                                                                              - 7.21  - 1 episode(s)       - 1 hr. 31 min.         - Adventure, Fantasy, Kids                                                                                 - https://myanimelist.net/anime/2429
Unico                                                                                                - 7.35  - 1 episode(s)       - 1 hr. 30 min.         - Adventure, Fantasy, Kids                                                                                 - https://myanimelist.net/anime/2427
Upotte!!                                                                                             - 6.59  - 10 episode(s)      - 24 min. per ep.       - Action, Comedy, Military, Seinen                                                                         - https://myanimelist.net/anime/12317
Uragiri wa Boku no Namae wo Shitteiru                                                                - 7.40  - 24 episode(s)      - 23 min. per ep.       - Adventure, Drama, Fantasy, Shoujo, Shounen Ai                                                            - https://myanimelist.net/anime/7058
Urusei Yatsura Movie 1: Only You                                                                     - 7.25  - 1 episode(s)       - 1 hr. 42 min.         - Action, Adventure, Comedy, Romance, Drama, Sci-Fi                                                        - https://myanimelist.net/anime/1920
Urusei Yatsura Movie 2: Beautiful Dreamer                                                            - 7.89  - 1 episode(s)       - 1 hr. 35 min.         - Action, Adventure, Comedy, Romance, Drama, Sci-Fi                                                        - https://myanimelist.net/anime/1921
Urusei Yatsura Movie 3: Remember My Love                                                             - 7.12  - 1 episode(s)       - 1 hr. 35 min.         - Action, Sci-Fi, Adventure, Comedy, Drama, Romance                                                        - https://myanimelist.net/anime/1922
Urusei Yatsura Movie 4: Lum The Forever                                                              - 6.91  - 1 episode(s)       - 1 hr. 35 min.         - Action, Sci-Fi, Adventure, Comedy, Drama, Romance                                                        - https://myanimelist.net/anime/1923
Urusei Yatsura Movie 5: Final                                                                        - 7.66  - 1 episode(s)       - 1 hr. 25 min.         - Action, Sci-Fi, Adventure, Comedy, Drama, Romance                                                        - https://myanimelist.net/anime/1924
Urusei Yatsura Movie 6: Itsudatte My Darling                                                         - 7.02  - 1 episode(s)       - 1 hr. 17 min.         - Action, Sci-Fi, Adventure, Comedy, Drama, Romance                                                        - https://myanimelist.net/anime/1925
Urusei Yatsura OVA                                                                                   - 7.55  - 11 episode(s)      - 32 min. per ep.       - Sci-Fi, Adventure, Comedy                                                                                - https://myanimelist.net/anime/1919
Urusei Yatsura: Haru da, Tobidase!                                                                   - 6.91  - 1 episode(s)       - 44 min.               - Action, Sci-Fi, Adventure, Comedy, Drama, Romance                                                        - https://myanimelist.net/anime/1481
Urusei Yatsura: The Shougaibutsu Suieitaikai                                                         - 7.16  - 1 episode(s)       - 25 min.               - Action, Sci-Fi, Comedy, Romance, School                                                                  - https://myanimelist.net/anime/6567
Urusei Yatsura                                                                                       - 7.75  - 195 episode(s)     - 25 min. per ep.       - Action, Sci-Fi, Adventure, Comedy, Drama, Romance                                                        - https://myanimelist.net/anime/1293
Usagi Drop Specials                                                                                  - 8.05  - 4 episode(s)       - 5 min. per ep.        - Josei, Slice of Life                                                                                     - https://myanimelist.net/anime/11113
Usagi Drop                                                                                           - 8.53  - 11 episode(s)      - 22 min. per ep.       - Josei, Slice of Life                                                                                     - https://myanimelist.net/anime/10162
Usakame Special                                                                                      - 5.67  - 1 episode(s)       - 3 min.                - Comedy, Sports, Shounen                                                                                  - https://myanimelist.net/anime/34615
Ushio to Tora (TV)                                                                                   - 7.68  - 26 episode(s)      - 24 min. per ep.       - Action, Adventure, Comedy, Demons, Shounen, Supernatural                                                 - https://myanimelist.net/anime/29854
Ushio to Tora                                                                                        - 7.23  - 10 episode(s)      - 30 min. per ep.       - Action, Comedy, Horror                                                                                   - https://myanimelist.net/anime/842
Vampire Knight Guilty                                                                                - 7.47  - 13 episode(s)      - 24 min. per ep.       - Drama, Mystery, Romance, Shoujo, Supernatural, Vampire                                                   - https://myanimelist.net/anime/4752
Vassalord.                                                                                           - 7.05  - 1 episode(s)       - 27 min.               - Action, Comedy, Fantasy, Mystery, Shounen Ai, Supernatural, Vampire                                      - https://myanimelist.net/anime/15933
Venus Senki                                                                                          - 6.90  - 1 episode(s)       - 1 hr. 43 min.         - Action, Sci-Fi, Adventure, Space                                                                         - https://myanimelist.net/anime/544
Venus Versus Virus                                                                                   - 6.51  - 12 episode(s)      - 24 min. per ep.       - Drama, Romance, Supernatural                                                                             - https://myanimelist.net/anime/1607
Versailles no Bara                                                                                   - 8.38  - 40 episode(s)      - 23 min. per ep.       - Military, Historical, Drama, Romance, Shoujo                                                             - https://myanimelist.net/anime/338
