Title                                                                                                - Score - Year    - Num Eps            - Duration              - Genre(s)                                                                                                 - Link
Seto no Hanayome OVA Specials                                                                        - 7.57  - 2008    - 2 episode(s)       - 40 sec. per ep.       - Comedy, Parody, School                                                                                   - https://myanimelist.net/anime/7041
Seto no Hanayome OVA                                                                                 - 7.99  - 2008    - 2 episode(s)       - 30 min. per ep.       - Comedy, Parody, Romance, School                                                                          - https://myanimelist.net/anime/4163
Seto no Hanayome Picture Drama                                                                       - 6.45  - 2010    - 1 episode(s)       - 15 min.               - Comedy, Parody, Romance, School                                                                          - https://myanimelist.net/anime/28385
Seto no Hanayome                                                                                     - 7.89  - 2007    - 26 episode(s)      - 24 min. per ep.       - Comedy, Parody, Romance, School, Shounen                                                                 - https://myanimelist.net/anime/2104
Sex Pistols                                                                                          - 6.90  - 2010    - 2 episode(s)       - 30 min. per ep.       - Comedy, Drama, Supernatural, Yaoi                                                                        - https://myanimelist.net/anime/5719
Sex: Prologue                                                                                        - N/A   - 2018    - 1 episode(s)       - Unknown               - Drama                                                                                                    - https://myanimelist.net/anime/37013
Sexy Commando Gaiden: Sugoiyo!! Masaru-san Specials                                                  - 6.56  - 1998    - 2 episode(s)       - 8 min. per ep.        - Comedy, Martial Arts, School, Shounen                                                                    - https://myanimelist.net/anime/1012
Sexy Commando Gaiden: Sugoiyo!! Masaru-san                                                           - 7.86  - 1998    - 48 episode(s)      - 8 min. per ep.        - Comedy, Martial Arts, School, Shounen                                                                    - https://myanimelist.net/anime/582
Sexy Sailor Soldiers                                                                                 - 5.58  - 2003    - 1 episode(s)       - 30 min.               - Action, Comedy, Hentai, Super Power                                                                      - https://myanimelist.net/anime/3402
Shakotan★Boogie                                                                                      - 7.31  - 1991    - 4 episode(s)       - 55 min. per ep.       - Action, Cars, Comedy, School, Seinen                                                                     - https://myanimelist.net/anime/15961
Shaman King                                                                                          - 7.83  - 2001    - 64 episode(s)      - 23 min. per ep.       - Action, Adventure, Comedy, Supernatural, Drama, Shounen                                                  - https://myanimelist.net/anime/154
Shen Ming Zhi Zhou                                                                                   - 6.78  - 2015    - 12 episode(s)      - 15 min. per ep.       - Adventure, Fantasy                                                                                       - https://myanimelist.net/anime/33760
Shen Qi Huan Qi Tan                                                                                  - 7.23  - 2017    - 24 episode(s)      - 15 min. per ep.       - Action, Adventure, Mystery, Supernatural, Magic, Fantasy, School                                         - https://myanimelist.net/anime/36722
Shiawase Sou no Okojo-san                                                                            - 6.71  - 2001    - 51 episode(s)      - 25 min. per ep.       - Comedy                                                                                                   - https://myanimelist.net/anime/2934
Shibainuko-san                                                                                       - 5.83  - 2012    - 26 episode(s)      - 2 min. per ep.        - Comedy                                                                                                   - https://myanimelist.net/anime/13141
Shichinin no Nana                                                                                    - 6.88  - 2002    - 25 episode(s)      - 24 min. per ep.       - Adventure, Comedy, Magic, Romance, School                                                                - https://myanimelist.net/anime/623
Shigatsu wa Kimi no Uso: Moments                                                                     - 7.80  - 2015    - 1 episode(s)       - 23 min.               - Music, Shounen                                                                                           - https://myanimelist.net/anime/28069
Shigatsu wa Kimi no Uso                                                                              - 8.88  - 2014    - 22 episode(s)      - 22 min. per ep.       - Drama, Music, Romance, School, Shounen                                                                   - https://myanimelist.net/anime/23273
Shiguang Guiyu: Juchang Ban                                                                          - N/A   - 2016    - 10 episode(s)      - 2 hr. per ep.         - Fantasy, Sci-Fi                                                                                          - https://myanimelist.net/anime/33804
Shiguang Guiyu                                                                                       - 5.55  - 2015    - 10 episode(s)      - 13 min. per ep.       - Supernatural, Drama                                                                                      - https://myanimelist.net/anime/33801
Shigurui                                                                                             - 7.50  - 2007    - 12 episode(s)      - 23 min. per ep.       - Action, Historical, Psychological, Drama, Martial Arts, Samurai, Seinen                                  - https://myanimelist.net/anime/2216
Shihaisha no Tasogare                                                                                - 5.97  - 1998    - 1 episode(s)       - 50 min.               - Action, Supernatural, Demons, Drama, Horror, Sci-Fi, Shoujo                                              - https://myanimelist.net/anime/1245
Shiiba-san no Ura no Kao. with Imouto Lip                                                            - 6.57  - 2014    - 1 episode(s)       - 27 min.               - Hentai                                                                                                   - https://myanimelist.net/anime/21393
Shijou Saikyou no Deshi Kenichi OVA                                                                  - 8.03  - 2012    - 11 episode(s)      - 27 min. per ep.       - Action, Martial Arts, Comedy, School, Shounen                                                            - https://myanimelist.net/anime/11813
Shijou Saikyou no Deshi Kenichi Specials                                                             - 7.40  - 2013    - 4 episode(s)       - 2 min. per ep.        - Action, Martial Arts, Comedy, School, Shounen                                                            - https://myanimelist.net/anime/24029
Shijou Saikyou no Deshi Kenichi                                                                      - 8.22  - 2006    - 50 episode(s)      - 25 min. per ep.       - Action, Comedy, Martial Arts, School, Shounen                                                            - https://myanimelist.net/anime/1559
Shikabane Hime: Aka                                                                                  - 7.34  - 2008    - 13 episode(s)      - 24 min. per ep.       - Action, Horror, Martial Arts                                                                             - https://myanimelist.net/anime/4581
Shikabane Hime: Kuro Special                                                                         - 7.08  - 2009    - 1 episode(s)       - 23 min.               - Action, Adventure, Horror, Supernatural, Drama                                                           - https://myanimelist.net/anime/6344
Shikabane Hime: Kuro                                                                                 - 7.41  - 2009    - 12 episode(s)      - 24 min. per ep.       - Action, Horror                                                                                           - https://myanimelist.net/anime/5034
Shikabane Hime: Puchitto                                                                             - 6.29  - 2009    - 1 episode(s)       - 3 min.                - Comedy                                                                                                   - https://myanimelist.net/anime/7108
Shima Kousaku no Asia Risshi-den Specials                                                            - 4.75  - 2013    - 4 episode(s)       - 40 min. per ep.       - Drama, Seinen                                                                                            - https://myanimelist.net/anime/33539
Shima Kousaku no Asia Risshi-den                                                                     - 6.00  - 2013    - 26 episode(s)      - 36 min. per ep.       - Drama, Seinen                                                                                            - https://myanimelist.net/anime/33538
Shima Kousaku no Asia Shinseki-den                                                                   - 5.71  - 2016    - Unknown episode(s) - 20 min.               - Cars, Drama, Seinen                                                                                      - https://myanimelist.net/anime/33540
Shin Ace wo Nerae!                                                                                   - 6.50  - 1978    - 25 episode(s)      - 25 min. per ep.       - Drama, Romance, School, Shoujo, Sports                                                                   - https://myanimelist.net/anime/8542
Shin Angyo Onshi                                                                                     - 6.95  - 2004    - 1 episode(s)       - 1 hr. 25 min.         - Action, Fantasy                                                                                          - https://myanimelist.net/anime/884
Shin Captain Tsubasa                                                                                 - 7.20  - 1989    - 13 episode(s)      - 30 min. per ep.       - Action, Shounen, Sports                                                                                  - https://myanimelist.net/anime/2117
Shin Cutey Honey                                                                                     - 6.72  - 1994    - 8 episode(s)       - 26 min. per ep.       - Adventure, Comedy, Ecchi, Magic, Sci-Fi                                                                  - https://myanimelist.net/anime/2497
Shin Dokonjou Gaeru: Dokonjou Yumemakura                                                             - 6.13  - 1982    - 1 episode(s)       - 40 min.               - Slice of Life, Comedy, Shounen                                                                           - https://myanimelist.net/anime/21489
Shin Dokonjou Gaeru                                                                                  - 6.84  - 1981    - 30 episode(s)      - 25 min. per ep.       - Slice of Life, Comedy, Shounen                                                                           - https://myanimelist.net/anime/21487
Shin Kimagure Orange☆Road: Soshite, Ano Natsu no Hajimari                                            - 7.57  - 1996    - 1 episode(s)       - 1 hr. 35 min.         - Ecchi, Slice of Life, Fantasy, Magic, Comedy, Romance, Drama, Shounen                                    - https://myanimelist.net/anime/2098
Shin Mazinger Shougeki! Z-hen                                                                        - 7.91  - 2009    - 26 episode(s)      - 23 min. per ep.       - Action, Super Power, Drama, Mecha, Shounen                                                               - https://myanimelist.net/anime/5485
Shin Megami Tensei: Tokyo Mokushiroku                                                                - 5.60  - 1995    - 2 episode(s)       - 30 min. per ep.       - Action, Sci-Fi, Horror, Demons, Supernatural                                                             - https://myanimelist.net/anime/1338
Shin Seiki Den Mars                                                                                  - 5.79  - 2002    - 13 episode(s)      - 25 min. per ep.       - Mecha, Sci-Fi, Shounen                                                                                   - https://myanimelist.net/anime/1712
Shin Shirayuki-hime Densetsu Prétear                                                                 - 7.30  - 2001    - 13 episode(s)      - 23 min. per ep.       - Comedy, Drama, Fantasy, Magic, Romance, Shoujo, Super Power                                              - https://myanimelist.net/anime/100
Shin Shounan Bakusouzoku Arakure Knight                                                              - 5.50  - 1997    - 2 episode(s)       - 43 min. per ep.       - Adventure                                                                                                - https://myanimelist.net/anime/16510
Shin Strange+ Special                                                                                - 6.01  - 2014    - 1 episode(s)       - Unknown               - Slice of Life, Comedy, Josei                                                                             - https://myanimelist.net/anime/25441
Shin Strange+                                                                                        - 6.34  - 2014    - 12 episode(s)      - 3 min. per ep.        - Slice of Life, Comedy, Josei                                                                             - https://myanimelist.net/anime/23433
Shin Taketori Monogatari: 1000-nen Joou                                                              - 7.38  - 1981    - 42 episode(s)      - 24 min. per ep.       - Sci-Fi, Mystery, Drama                                                                                   - https://myanimelist.net/anime/1548
Shin Tennis no Ouji-sama OVA vs. Genius 10                                                           - 7.72  - 2014    - 10 episode(s)      - 24 min. per ep.       - Action, Comedy, Sports, Shounen                                                                          - https://myanimelist.net/anime/21755
Shin Tennis no Ouji-sama                                                                             - 7.64  - 2012    - 13 episode(s)      - 23 min. per ep.       - Action, Comedy, Sports, Shounen                                                                          - https://myanimelist.net/anime/11371
Shin-ban Megami Tantei Vinus File                                                                    - 5.87  - 2004    - 2 episode(s)       - 30 min. per ep.       - Hentai                                                                                                   - https://myanimelist.net/anime/2956
Shina Dark: Kuroki Tsuki no Ou to Souheki no Tsuki no Himegimi                                       - 6.15  - 2008    - 4 episode(s)       - 2 min. per ep.        - Harem, Music, Ecchi, Fantasy, Seinen                                                                     - https://myanimelist.net/anime/3642
Shingeki no Kyojin Movie 1: Guren no Yumiya                                                          - 7.69  - 2014    - 1 episode(s)       - 1 hr. 58 min.         - Action, Drama, Fantasy, Shounen, Super Power                                                             - https://myanimelist.net/anime/23775
Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa                                                         - 7.76  - 2015    - 1 episode(s)       - 2 hr.                 - Action, Super Power, Drama, Fantasy, Shounen                                                             - https://myanimelist.net/anime/23777
Shingeki no Kyojin Movie 3: Kakusei no Houkou                                                        - 7.79  - 2018    - 1 episode(s)       - 2 hr.                 - Action, Super Power, Drama, Fantasy, Shounen                                                             - https://myanimelist.net/anime/36702
Shingeki no Kyojin OVA                                                                               - 7.88  - 2013    - 3 episode(s)       - 23 min. per ep.       - Action, Super Power, Drama, Fantasy, Shounen                                                             - https://myanimelist.net/anime/18397
Shingeki no Kyojin Picture Drama                                                                     - 6.73  - 2013    - 9 episode(s)       - 10 min. per ep.       - Parody, Comedy                                                                                           - https://myanimelist.net/anime/19391
Shingeki no Kyojin Season 2                                                                          - 8.47  - 2017    - 12 episode(s)      - 24 min. per ep.       - Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen                                          - https://myanimelist.net/anime/25777
Shingeki no Kyojin Season 3                                                                          - N/A   - 2018    - Unknown episode(s) - Unknown               - Action, Military, Mystery, Super Power, Drama, Fantasy                                                   - https://myanimelist.net/anime/35760
Shingeki no Kyojin-ten 360° Taikan Theater                                                           - 6.98  - 2017    - 3 episode(s)       - Unknown               - Action, Fantasy, Shounen, Super Power                                                                    - https://myanimelist.net/anime/35267
Shingeki no Kyojin: Ano Hi Kara                                                                      - 7.02  - 2013    - 1 episode(s)       - 24 min.               - Action, Drama, Fantasy, Shounen, Super Power                                                             - https://myanimelist.net/anime/19285
Shingeki no Kyojin: Kuinaki Sentaku                                                                  - 8.42  - 2014    - 2 episode(s)       - 27 min. per ep.       - Action, Fantasy, Shoujo                                                                                  - https://myanimelist.net/anime/25781
Shingeki no Kyojin                                                                                   - 8.49  - 2013    - 25 episode(s)      - 24 min. per ep.       - Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen                                          - https://myanimelist.net/anime/16498
Shingeki no Kyotou                                                                                   - 6.36  - 2017    - 1 episode(s)       - 7 min.                - Action, Fantasy, Shounen                                                                                 - https://myanimelist.net/anime/35122
Shingeki! Kyojin Chuugakkou                                                                          - 7.07  - 2015    - 12 episode(s)      - 17 min. per ep.       - Comedy, Parody, School, Shounen                                                                          - https://myanimelist.net/anime/31374
Shinkyoku no Grimoire The Animation: Unico no Natsuyasumi                                            - 6.46  - 2015    - 1 episode(s)       - 1 min.                - Fantasy, Hentai                                                                                          - https://myanimelist.net/anime/33588
Shinkyoku no Grimoire The Animation                                                                  - 6.97  - 2014    - 2 episode(s)       - 27 min. per ep.       - Hentai, Demons, Supernatural, Fantasy                                                                    - https://myanimelist.net/anime/27413
Shinryaku! Ika Musume: Ika Ice Tabena-ika?                                                           - 6.53  - 2011    - 1 episode(s)       - 4 min.                - Music                                                                                                    - https://myanimelist.net/anime/10849
Shinryaku! Ika Musume: Kore ga Umi e no Ai Jana-ika!                                                 - 6.52  - 2012    - 1 episode(s)       - 3 min.                - Music                                                                                                    - https://myanimelist.net/anime/15453
Shinryaku! Ika Musume                                                                                - 7.55  - 2010    - 12 episode(s)      - 24 min. per ep.       - Comedy, Shounen, Slice of Life                                                                           - https://myanimelist.net/anime/8557
Shinryaku!! Ika Musume                                                                               - 7.55  - 2012    - 3 episode(s)       - 24 min. per ep.       - Slice of Life, Comedy, Shounen                                                                           - https://myanimelist.net/anime/13267
Shinryaku!? Ika Musume                                                                               - 7.59  - 2011    - 12 episode(s)      - 24 min. per ep.       - Slice of Life, Comedy, Shounen                                                                           - https://myanimelist.net/anime/10378
Shion no Ou                                                                                          - 7.63  - 2007    - 22 episode(s)      - 23 min. per ep.       - Drama, Game, Mystery, Thriller                                                                           - https://myanimelist.net/anime/2562
Shiratori Reiko de Gozaimasu!                                                                        - 5.61  - 1990    - 1 episode(s)       - 44 min.               - Comedy, Romance                                                                                          - https://myanimelist.net/anime/2712
Shiritsu Araiso Koutougakkou Seitokai Shikkoubu                                                      - 6.55  - 2002    - 2 episode(s)       - 26 min. per ep.       - Comedy, Sports, Shounen Ai                                                                               - https://myanimelist.net/anime/425
Shiritsutantei: Toki Shouzou Trouble Note - Hard & Loose                                             - 5.66  - 1992    - 1 episode(s)       - 45 min.               - Action, Mystery                                                                                          - https://myanimelist.net/anime/6091
Shirokuma Cafe                                                                                       - 8.01  - 2012    - 50 episode(s)      - 24 min. per ep.       - Slice of Life, Comedy, Josei                                                                             - https://myanimelist.net/anime/12815
Shishunki Shoujo                                                                                     - 6.57  - 2008    - 2 episode(s)       - 30 min. per ep.       - Hentai, School                                                                                           - https://myanimelist.net/anime/4278
Shisukon Ouji                                                                                        - 6.57  - 1963    - 14 episode(s)      - 25 min. per ep.       - Adventure                                                                                                - https://myanimelist.net/anime/19981
Shocking Pink!                                                                                       - 7.01  - 2011    - 2 episode(s)       - 17 min. per ep.       - Harem, Hentai                                                                                            - https://myanimelist.net/anime/10488
Shokugeki no Souma OVA                                                                               - 7.48  - 2016    - 2 episode(s)       - 25 min. per ep.       - Ecchi, School, Shounen                                                                                   - https://myanimelist.net/anime/31327
Shokugeki no Souma: Ni no Sara OVA                                                                   - 7.71  - 2017    - 2 episode(s)       - 25 min. per ep.       - Ecchi, School, Shounen                                                                                   - https://myanimelist.net/anime/34480
Shokugeki no Souma: Ni no Sara                                                                       - 8.46  - 2016    - 13 episode(s)      - 24 min. per ep.       - Ecchi, School, Shounen                                                                                   - https://myanimelist.net/anime/32282
Shokugeki no Souma: San no Sara - Toutsuki Ressha-hen OVA                                            - 7.03  - 2018    - 1 episode(s)       - Unknown               - Drama, Shounen                                                                                           - https://myanimelist.net/anime/36962
Shokugeki no Souma: San no Sara - Toutsuki Ressha-hen                                                - 8.61  - 2018    - Unknown episode(s) - 24 min.               - Ecchi, School, Shounen                                                                                   - https://myanimelist.net/anime/36949
Shokugeki no Souma: San no Sara                                                                      - 8.50  - 2017    - 12 episode(s)      - 24 min. per ep.       - Ecchi, School, Shounen                                                                                   - https://myanimelist.net/anime/35788
Shokugeki no Souma                                                                                   - 8.55  - 2015    - 24 episode(s)      - 25 min. per ep.       - Ecchi, School, Shounen                                                                                   - https://myanimelist.net/anime/28171
Shonan Junai Gumi!                                                                                   - 7.57  - 1994    - 5 episode(s)       - 46 min. per ep.       - Action, Comedy, School                                                                                   - https://myanimelist.net/anime/1913
Shoubushi Densetsu Tetsuya                                                                           - 7.60  - 2000    - 20 episode(s)      - 23 min. per ep.       - Game, Historical, Shounen                                                                                - https://myanimelist.net/anime/3369
Shoujo Sect                                                                                          - 6.83  - 2008    - 3 episode(s)       - 25 min. per ep.       - Comedy, Romance, Hentai, Yuri                                                                            - https://myanimelist.net/anime/4473
Shoujo Shuumatsu Jugyou                                                                              - 6.52  - 2017    - 12 episode(s)      - 1 min. per ep.        - Comedy, Parody, School                                                                                   - https://myanimelist.net/anime/36468
Shoujo kara Shoujo e...                                                                              - 7.03  - 2016    - 2 episode(s)       - 16 min. per ep.       - Hentai                                                                                                   - https://myanimelist.net/anime/32518
Shoujo x Shoujo x Shoujo The Animation                                                               - 7.03  - 2012    - 2 episode(s)       - 27 min. per ep.       - Harem, Hentai                                                                                            - https://myanimelist.net/anime/14379
Shoujo-tachi no Sadism The Animation                                                                 - 6.89  - 2016    - 2 episode(s)       - 16 min. per ep.       - Hentai                                                                                                   - https://myanimelist.net/anime/33962
Shoukoku no Altair                                                                                   - 7.54  - 2017    - 24 episode(s)      - 24 min. per ep.       - Adventure, Historical, Drama, Fantasy, Shounen                                                           - https://myanimelist.net/anime/34547
Shounan Bakusouzoku                                                                                  - 6.64  - 1986    - 12 episode(s)      - 52 min. per ep.       - Action, Comedy, Shounen                                                                                  - https://myanimelist.net/anime/2463
Shounen Maid Kuuro-kun: Tenshi no Uta                                                                - 5.76  - 2010    - 1 episode(s)       - 35 min.               - Hentai, Yaoi                                                                                             - https://myanimelist.net/anime/7110
Shounen Maid: Onna wa Dokyou, Otoko wa Aikyou?                                                       - 7.12  - 2016    - 1 episode(s)       - 24 min.               - Slice of Life, Comedy, Shoujo                                                                            - https://myanimelist.net/anime/33491
Shounen Maid                                                                                         - 7.41  - 2016    - 12 episode(s)      - 24 min. per ep.       - Comedy, Shoujo, Slice of Life                                                                            - https://myanimelist.net/anime/32175
Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen                                                 - 8.87  - 2017    - 12 episode(s)      - 24 min. per ep.       - Drama, Historical, Josei                                                                                 - https://myanimelist.net/anime/33095
Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen                                                    - 7.72  - 2015    - 2 episode(s)       - 39 min. per ep.       - Drama, Josei                                                                                             - https://myanimelist.net/anime/25801
Shouwa Genroku Rakugo Shinjuu                                                                        - 8.63  - 2016    - 13 episode(s)      - 26 min. per ep.       - Drama, Historical, Josei                                                                                 - https://myanimelist.net/anime/28735
Shuangsheng Lingtan                                                                                  - 7.50  - 2016    - 20 episode(s)      - 14 min. per ep.       - Mystery, Psychological                                                                                   - https://myanimelist.net/anime/33969
Shugo Chara! Party!                                                                                  - 6.71  - 2009    - 25 episode(s)      - 21 min. per ep.       - Comedy, Magic, School, Shoujo                                                                            - https://myanimelist.net/anime/7082
Shugo Chara!! Doki                                                                                   - 7.55  - 2008    - 51 episode(s)      - 24 min. per ep.       - Comedy, Magic, School, Shoujo                                                                            - https://myanimelist.net/anime/5262
Shugo Chara!                                                                                         - 7.56  - 2007    - 51 episode(s)      - 24 min. per ep.       - Comedy, Magic, School, Shoujo                                                                            - https://myanimelist.net/anime/2923
Shura ga Yuku                                                                                        - 5.00  - 1994    - 2 episode(s)       - 50 min. per ep.       - Drama, Seinen                                                                                            - https://myanimelist.net/anime/24085
Shuwarin☆Dorimin                                                                                     - 5.94  - 2017    - 1 episode(s)       - 1 min.                - Music                                                                                                    - https://myanimelist.net/anime/36919
Sidonia no Kishi 3                                                                                   - N/A   - Unknown - Unknown episode(s) - 24 min.               - Action, Mecha, Sci-Fi, Seinen, Space                                                                     - https://myanimelist.net/anime/35759
Sidonia no Kishi Movie                                                                               - 7.37  - 2015    - 1 episode(s)       - 2 hr. 14 min.         - Action, Mecha, Sci-Fi, Seinen, Space                                                                     - https://myanimelist.net/anime/28495
Sidonia no Kishi: Daikyuu Wakusei Seneki                                                             - 7.88  - 2015    - 12 episode(s)      - 24 min. per ep.       - Action, Sci-Fi, Space, Mecha, Seinen                                                                     - https://myanimelist.net/anime/24893
Sidonia no Kishi                                                                                     - 7.80  - 2014    - 12 episode(s)      - 24 min. per ep.       - Action, Mecha, Sci-Fi, Seinen, Space                                                                     - https://myanimelist.net/anime/19775
Silent Möbius 2                                                                                      - 6.36  - 1992    - 1 episode(s)       - 59 min.               - Sci-Fi, Adventure, Demons, Fantasy, Seinen                                                               - https://myanimelist.net/anime/2100
Silent Möbius: The Motion Picture                                                                    - 6.44  - 1991    - 1 episode(s)       - 54 min.               - Sci-Fi, Adventure, Supernatural                                                                          - https://myanimelist.net/anime/2099
Silent Möbius                                                                                        - 6.90  - 1998    - 26 episode(s)      - 24 min. per ep.       - Action, Sci-Fi, Comedy, Horror, Drama, Magic, Romance, Fantasy                                           - https://myanimelist.net/anime/1517
Singles                                                                                              - 5.41  - 1993    - 1 episode(s)       - 30 min.               - Romance, Shoujo                                                                                          - https://myanimelist.net/anime/2101
Sinkan                                                                                               - 5.79  - 2004    - 1 episode(s)       - 26 min.               - Hentai                                                                                                   - https://myanimelist.net/anime/2588
Skip Beat!                                                                                           - 8.24  - 2008    - 25 episode(s)      - 24 min. per ep.       - Comedy, Drama, Romance, Shoujo                                                                           - https://myanimelist.net/anime/4722
Skirt no Naka wa Kedamono Deshita.                                                                   - 5.42  - 2017    - 12 episode(s)      - 5 min. per ep.        - Drama, Romance, Ecchi                                                                                    - https://myanimelist.net/anime/35629
Skull Man                                                                                            - 6.75  - 2007    - 13 episode(s)      - 23 min. per ep.       - Action, Mystery, Super Power                                                                             - https://myanimelist.net/anime/2161
Slam Dunk (Movie)                                                                                    - 7.45  - 1994    - 1 episode(s)       - 30 min.               - Comedy, Drama, School, Shounen, Slice of Life, Sports                                                    - https://myanimelist.net/anime/1764
Slam Dunk                                                                                            - 8.55  - 1993    - 101 episode(s)     - 23 min. per ep.       - Comedy, Sports, Drama, School, Shounen                                                                   - https://myanimelist.net/anime/170
Slow Step                                                                                            - 6.73  - 1991    - 5 episode(s)       - 45 min. per ep.       - Slice of Life, Comedy, Sports, Romance, School, Shoujo                                                   - https://myanimelist.net/anime/2180
Soap no Moko-chan                                                                                    - 6.27  - 1996    - 1 episode(s)       - 40 min.               - Hentai                                                                                                   - https://myanimelist.net/anime/4490
Softenni Specials                                                                                    - 6.16  - 2011    - 6 episode(s)       - 3 min. per ep.        - Comedy, Ecchi                                                                                            - https://myanimelist.net/anime/10796
Softenni                                                                                             - 6.57  - 2011    - 12 episode(s)      - 24 min. per ep.       - Comedy, Sports, Ecchi, School                                                                            - https://myanimelist.net/anime/10109
Sola Specials                                                                                        - 7.02  - 2007    - 2 episode(s)       - 24 min. per ep.       - Comedy, Romance, Slice of Life, Supernatural                                                             - https://myanimelist.net/anime/3174
Sola                                                                                                 - 7.31  - 2007    - 13 episode(s)      - 24 min. per ep.       - Drama, Romance, Slice of Life, Supernatural                                                              - https://myanimelist.net/anime/1965
Sora no Manimani                                                                                     - 7.15  - 2009    - 12 episode(s)      - 23 min. per ep.       - Comedy, Romance, School, Slice of Life                                                                   - https://myanimelist.net/anime/6098
Sora no Otoshimono Final: Eternal My Master                                                          - 6.87  - 2014    - 1 episode(s)       - 49 min.               - Comedy, Ecchi, Harem, Sci-Fi, Shounen, Supernatural                                                      - https://myanimelist.net/anime/12783
Sora no Otoshimono: Forte                                                                            - 7.75  - 2010    - 12 episode(s)      - 23 min. per ep.       - Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural                                             - https://myanimelist.net/anime/8407
Sora no Otoshimono: Project Pink                                                                     - 7.57  - 2010    - 1 episode(s)       - 24 min.               - Sci-Fi, Harem, Comedy, Supernatural, Ecchi, Shounen                                                      - https://myanimelist.net/anime/7858
Sora no Otoshimono: Tokeijikake no Angeloid                                                          - 7.78  - 2011    - 1 episode(s)       - 1 hr. 36 min.         - Comedy, Drama, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural                                      - https://myanimelist.net/anime/9790
Sora no Otoshimono                                                                                   - 7.58  - 2009    - 13 episode(s)      - 24 min. per ep.       - Sci-Fi, Harem, Comedy, Supernatural, Romance, Ecchi, Shounen                                             - https://myanimelist.net/anime/5958
Soredemo Machi wa Mawatteiru                                                                         - 7.47  - 2010    - 12 episode(s)      - 24 min. per ep.       - Comedy, Slice of Life                                                                                    - https://myanimelist.net/anime/8726
Soredemo Sekai wa Utsukushii                                                                         - 7.80  - 2014    - 12 episode(s)      - 22 min. per ep.       - Adventure, Romance, Fantasy, Shoujo                                                                      - https://myanimelist.net/anime/22101
Soreyuke Marin-chan                                                                                  - 6.69  - 2001    - 3 episode(s)       - 30 min. per ep.       - Hentai, Sci-Fi                                                                                           - https://myanimelist.net/anime/2410
Sotsugyou M: Ore-tachi no Carnival                                                                   - 5.59  - 1999    - 2 episode(s)       - 27 min. per ep.       - Drama, School                                                                                            - https://myanimelist.net/anime/2779
Soul Buster                                                                                          - 5.91  - 2016    - 12 episode(s)      - 13 min. per ep.       - Action, Samurai                                                                                          - https://myanimelist.net/anime/33775
Soul Eater NOT!                                                                                      - 6.22  - 2014    - 12 episode(s)      - 23 min. per ep.       - Action, Comedy, Ecchi, Shounen, Supernatural                                                             - https://myanimelist.net/anime/21507
Soul Eater: Late Night Show                                                                          - 6.91  - 2008    - 51 episode(s)      - 1 min. per ep.        - Action, Fantasy, Comedy                                                                                  - https://myanimelist.net/anime/21195
Soul Eater                                                                                           - 8.03  - 2008    - 51 episode(s)      - 24 min. per ep.       - Action, Fantasy, Comedy, Supernatural, Shounen                                                           - https://myanimelist.net/anime/3588
Souryo to Majiwaru Shikiyoku no Yoru ni...                                                           - 4.60  - 2017    - 12 episode(s)      - 3 min. per ep.        - Drama, Romance, Ecchi                                                                                    - https://myanimelist.net/anime/34823
Sousei no Onmyouji                                                                                   - 7.41  - 2016    - 50 episode(s)      - 24 min. per ep.       - Action, Supernatural, Romance, Fantasy, Shounen                                                          - https://myanimelist.net/anime/32105
Soushi Souai: Junai Mellow yori                                                                      - 6.67  - 2013    - 1 episode(s)       - 26 min.               - Hentai                                                                                                   - https://myanimelist.net/anime/16644
Soushisouai Note The Animation                                                                       - 7.32  - 2013    - 2 episode(s)       - 28 min. per ep.       - Hentai                                                                                                   - https://myanimelist.net/anime/16474
