Title                                                                                               - Score - Year - Num Eps            - Duration              - Genre(s)                                                                                           - Link
Chiisana Love Letter: Mariko to Nemunoki no Kodomo-tachi                                            - 5.60  - 1981 - 1 episode(s)       - 1 hr. 24 min.         - Music, School, Drama                                                                               - https://myanimelist.net/anime/19177
Chiisana Teien                                                                                      - 5.97  - 2014 - 1 episode(s)       - 12 min.               - Adventure, Fantasy                                                                                 - https://myanimelist.net/anime/29135
Chinmoku no Kantai                                                                                  - 6.43  - 1995 - 3 episode(s)       - 30 min. per ep.       - Action, Military, Drama, Seinen                                                                    - https://myanimelist.net/anime/2881
Chinpui Specials                                                                                    - 5.59  - 1989 - 2 episode(s)       - 10 min. per ep.       - Comedy                                                                                             - https://myanimelist.net/anime/10039
Chou Akuukan Bouheki Cheese Napolitan                                                               - 5.23  - 2013 - 1 episode(s)       - 2 min.                - Music                                                                                              - https://myanimelist.net/anime/21875
Chou Zenmairobo: Patrasche                                                                          - 4.68  - 2013 - 13 episode(s)      - 2 min. per ep.        - Comedy, Historical, Mecha, Parody, Sci-Fi                                                          - https://myanimelist.net/anime/21433
Choujikuu Seiki Orguss 02                                                                           - 6.88  - 1993 - 6 episode(s)       - 30 min. per ep.       - Action, Sci-Fi, Adventure, Romance, Mecha                                                          - https://myanimelist.net/anime/2090
Choujin Densetsu Urotsukidouji 5: Kanketsu-hen                                                      - 5.54  - 1996 - 1 episode(s)       - 51 min.               - Fantasy, Hentai, Demons, Horror                                                                    - https://myanimelist.net/anime/2345
Choujin Densetsu Urotsukidouji: Inferno Road                                                        - 5.64  - 1993 - 3 episode(s)       - 43 min. per ep.       - Fantasy, Hentai, Demons, Horror, Sci-Fi                                                            - https://myanimelist.net/anime/2344
Choujin Locke: Mirror Ring                                                                          - 5.67  - 2000 - 1 episode(s)       - 1 hr.                 - Action, Sci-Fi, Super Power                                                                        - https://myanimelist.net/anime/4967
Choujuu Kishin Dancougar: Hakunetsu no Shuushou                                                     - 6.09  - 1989 - 4 episode(s)       - 30 min. per ep.       - Mecha, Sci-Fi, Space                                                                               - https://myanimelist.net/anime/5629
